user_id,target_index,reason,confidence,n_raw,n_val,changed_flag,n_removed,n_added,jaccard,gt_match_raw,gt_match_val,gt_match_delta,act_raw,act_val,act_delta,spec_raw,spec_val,spec_delta,spec_removed,spec_survived,removed_concepts,added_concepts
AE226AADLLWDPLLWOEGKUCBNZH4A,48,aligned,0.55,1,1,0,0,0,1.0,1.0,1.0,0.0,57.0,57.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE226AOKDWAUDAZTQ65CYIUTG7KQ,5,task_focus,0.75,1,1,0,0,0,1.0,0.0,0.0,0.0,13.0,13.0,0.0,2.5241,2.5241,0.0,0.0,2.5241,,
AE226DTQNCWSVWLHQNZS7APPJFQA,6,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,5.8561,6.1796,0.3235,5.5326,6.1796,category:adventure,
AE226GVVDBQEUWO4CWCXRJ3TKHAA,6,aligned,0.55,1,1,0,0,0,1.0,1.0,1.0,0.0,49.0,49.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE226SF3TKR7HA22DHEPFTEG222A,6,aligned,0.55,1,1,0,0,0,1.0,1.0,1.0,0.0,52.0,52.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE227XGHLZKVCOXU23TZFRDXSWTA,5,exploration,0.65,2,1,1,1,0,0.5,0.5,1.0,0.5,3.5,7.0,3.5,5.1042,2.8168,-2.2875,7.3917,2.8168,category:mother's_day_gift_ideas_in_movies_&_tv,
AE227XOV5EKO4UMSCFX6HA5C3ILQ,6,exploration,0.55,2,2,0,0,0,1.0,0.5,0.5,0.0,6.0,6.0,0.0,2.7967,2.7967,0.0,0.0,2.7967,,
AE22B23K3KEVKL47UZ3QHIX2PI7A,23,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.5,5.0,2.5,4.1418,2.5241,-1.6178,5.7596,2.5241,category:emotional,
AE22B2XZQ6JPCVBRTLUNBNZB2IJQ,6,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4417,0.0,-4.4417,4.4417,0.0,category:fantasy;category:science_fiction_&_fantasy,
AE22BN3RTUULEV6FQDSNAOKV5GDA,5,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.0,4.0,2.0,4.5623,3.7852,-0.777,5.3393,3.7852,category:anime_&_manga,
AE22BZ4I2434QRWLOQ52XURGWREA,6,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4.8188,4.8188,0.0,0.0,4.8188,,
AE22CCYUTTZZLUGSW5PX7ESNHG6Q,5,aligned,0.55,1,1,0,0,0,1.0,0.0,0.0,0.0,50.0,50.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE22CECOIL6HFA3ZEFIZWGHUFHLA,7,exploration,0.55,2,1,1,1,0,0.5,0.0,0.0,0.0,1.5,3.0,1.5,3.4521,2.5241,-0.928,4.3801,2.5241,category:suspense,
AE22CFXT3QZKUQJORVTGL3VQXAAA,7,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,5.8379,4.7058,-1.1321,6.97,4.7058,category:western,
AE22CKN7DXMO7T5JNCDCSIGNRUQQ,7,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,4.5,4.5,0.0,3.5984,3.5984,0.0,0.0,3.5984,,
AE22CS5OIRQTN7WDKQ2F3BYP5CXA,9,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,5.6751,4.3801,-1.2949,6.97,4.3801,category:western,
AE22DFGYEOCFCXAF7GGGPBRFV4KQ,5,aligned,0.55,1,1,0,0,0,1.0,1.0,1.0,0.0,47.0,47.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE22DIRHHCV32RIIYFMLANKFLJVA,91,budget_shift,0.85,2,2,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.4291,4.4291,0.0,0.0,4.4291,,
AE22DM7HRD5NEP432MYD7FJ75JFQ,10,exploration,0.75,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1811,0.0,-4.1811,4.1811,0.0,category:science_fiction;category:suspense,
AE22EBF2Z3HHH2NIDGWE74GDGY7A,6,aligned,0.55,1,1,0,0,0,1.0,1.0,1.0,0.0,54.0,54.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE22EOS3QTBIOXYUKYWG7Z2ZOWSQ,8,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,3.0,6.0,3.0,3.9562,2.8168,-1.1395,5.0957,2.8168,category:mystery_&_thrillers,
AE22ERJ7YI3QH427LG2TSMGI6XAA,11,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,5.3138,3.5909,-1.7229,7.0367,3.5909,category:silent_films,
AE22EWOQI5PSOTRJQ5PPYSA2LCEQ,9,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.5,3.0,1.5,5.4036,3.9821,-1.4215,6.8251,3.9821,category:futuristic,
AE22FB6A4Z54ZUJZMX2QGRWSNIZA,8,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.0,4.0,2.0,3.3994,2.8168,-0.5827,3.9821,2.8168,category:science_fiction,
AE22FGNNRYWFAVWHAXDXPYD367MQ,22,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4.2853,4.2853,0.0,0.0,4.2853,,
AE22FKDPISLL6WLAO5SHVQNWWYDA,5,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1628,0.0,-7.1628,7.1628,0.0,category:inspiring;category:young_adult_audience,
AE22FRSQXOAUGKWFU4DS6CMUF76A,5,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,2.5,2.5,0.0,3.9225,3.9225,0.0,0.0,3.9225,,
AE22G2FY634XKAK7O6D6PHKCXDHA,18,exploration,0.75,3,3,0,0,0,1.0,0.0,0.0,0.0,2.6667,2.6667,0.0,4.4588,4.4588,0.0,0.0,4.4588,,
AE22GINA5CQ2LPNF66MBK2QMANSQ,13,aligned,0.55,1,1,0,0,0,1.0,1.0,1.0,0.0,59.0,59.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE22GTAQXIWXCMOAJBQ7T6L7O4ZA,7,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,3.0,6.0,3.0,3.4521,2.5241,-0.928,4.3801,2.5241,category:suspense,
AE22GU3N3TJ35XIJABYI43IAHJ6Q,7,aligned,0.55,1,1,0,0,0,1.0,1.0,1.0,0.0,48.0,48.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE22GWQX6XC5GOKSHR7MC4OKFWXA,5,aligned,0.55,1,1,0,0,0,1.0,1.0,1.0,0.0,61.0,61.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE22GZ3M3HAVWTFVCWJFCSPX2I2A,14,exploration,0.55,2,2,0,0,0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,3.4521,3.4521,0.0,0.0,3.4521,,
AE22HYC5EJJ4AUZ55HTCJFPKJFHQ,8,aligned,0.75,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9746,0.0,-4.9746,4.9746,0.0,category:music_videos_&_concerts,
AE22I2INMDREXTRPZMFO33H5SHCA,11,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.0,4.0,2.0,3.6547,2.5241,-1.1307,4.7854,2.5241,category:fantasy,
AE22ICYJSVMLYJCM65UN6TCEKYHQ,14,exploration,0.55,2,2,0,0,0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,3.4521,3.4521,0.0,0.0,3.4521,,
AE22IHKQAPRCYWAOYXHGZTXQFVJQ,8,aligned,0.55,1,1,0,0,0,1.0,1.0,1.0,0.0,61.0,61.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE22IVUPOGWN4XLBTFSKDWGW6KIQ,5,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,3.5837,3.5837,0.0,0.0,3.5837,,
AE22J6MPDT2DZQ75UVCHID7I3QOQ,5,aligned,0.55,1,1,0,0,0,1.0,1.0,1.0,0.0,55.0,55.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE22JBWC7XJAYZYCYVK6XPJ2UCTQ,6,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3024,0.0,-6.3024,6.3024,0.0,category:historical;category:inspiring,
AE22JIDREEHE6Q3PMCX37ARQDAZA,11,exploration,0.65,2,2,0,0,0,1.0,0.5,0.5,0.0,5.0,5.0,0.0,4.5461,4.5461,0.0,0.0,4.5461,,
AE22KH6ZLWIZPZ3UM5SFMUKZ7UAA,5,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.5711,5.5711,0.0,0.0,5.5711,,
AE22KJVE7LK4EJUGJQ3RBFLVUGHA,5,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.791,0.0,-6.791,6.791,0.0,category:philosophical;category:romance,
AE22KMH3PDPU5PYDOGYRO455CKPA,6,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.7565,5.7565,0.0,0.0,5.7565,,
AE22KOIMXKU2TM6A5MA7K6MHCUTQ,5,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8627,0.0,-5.8627,5.8627,0.0,category:action;category:ambitious,
AE22KSNPACIH7PHFBIJVG744SVSA,6,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.0,4.0,2.0,5.8443,4.098,-1.7463,7.5906,4.098,category:alien_invasion,
AE22KUGFMITQ24E7J7QVZEYAW7CA,16,task_focus,0.65,1,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.7058,4.7058,0.0,0.0,4.7058,,
AE22LQ5KCCNKE5SIS3KRCQ5FMDXQ,5,aligned,0.55,1,1,0,0,0,1.0,1.0,1.0,0.0,59.0,59.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE22LV7A7UK5QFSXPVS4AWEX732A,7,task_focus,0.7,2,2,0,0,0,1.0,0.5,0.5,0.0,3.0,3.0,0.0,3.3486,3.3486,0.0,0.0,3.3486,,
AE22LXRKYK7ZF34YH3SUI4R77SZA,75,exploration,0.65,2,2,0,0,0,1.0,0.5,0.5,0.0,4.5,4.5,0.0,4.2853,4.2853,0.0,0.0,4.2853,,
AE22M3AD4AUAGF3RGOJTE7SIOXMQ,8,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.0,4.0,2.0,4.3433,3.5909,-0.7524,5.0957,3.5909,category:mystery_&_thrillers,
AE22M4333HIA5P6VXZ2R4Y4L4UTA,26,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,8.5,8.5,0.0,2.7967,2.7967,0.0,0.0,2.7967,,
AE22M5CUEXPHVOEE5B5QEVVUVAYA,6,exploration,0.7,3,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8634,0.0,-7.8634,7.8634,0.0,category:award_winners_in_movies_&_tv;category:emmy_central;category:emmy_nominees,
AE22MG64FM5U4KNPC4WV32CW3AFA,5,aligned,0.55,1,1,0,0,0,1.0,1.0,1.0,0.0,56.0,56.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE22MKI7UCHLFE2ZLY24342RT76A,25,task_focus,0.7,1,1,0,0,0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,2.5241,2.5241,0.0,0.0,2.5241,,
AE22MLF6HSMP2MVODLQP2JYJB2LQ,7,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0552,4.0552,0.0,0.0,4.0552,,
AE22MQU5CGDMMUJEVJWT6APDZ6ZQ,12,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,4.7573,3.9821,-0.7753,5.5326,3.9821,category:adventure,
AE22MRZKBD5MWJLIMGYLLJ67ZWVQ,23,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,5.0,10.0,5.0,4.6196,2.5241,-2.0955,6.7151,2.5241,category:downbeat,
AE22MTWGGDKTTVISNH5FKCVWNIGQ,5,exploration,0.55,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9594,0.0,-5.9594,5.9594,0.0,category:fox_tv,
AE22NBCARZAN37T3OUHYPUFAK2PA,6,aligned,0.65,3,3,0,0,0,1.0,1.0,1.0,0.0,19.6667,19.6667,0.0,1.5616,1.5616,0.0,0.0,1.5616,,
AE22NMDFLTEZH7FRUQYKT2D63THA,8,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8541,0.0,-5.8541,5.8541,0.0,category:award_winners_in_movies_&_tv;category:fantasy,
AE22NTILJWYAMGXRV3GV3CR5H42Q,12,task_focus,0.85,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9746,0.0,-4.9746,4.9746,0.0,category:music_videos_&_concerts,
AE22NYN7EX6ZJMPD7VQ7MGK5CJBQ,6,aligned,0.55,1,1,0,0,0,1.0,0.0,0.0,0.0,54.0,54.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE22NYNCFWZA4YTOO7CVMCCJQZZQ,17,exploration,0.55,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,4.7522,3.5909,-1.1613,5.9135,3.5909,category:hbo,
AE22OAAUBBPYYGIWN3ZZGTQQI3LA,7,aligned,0.65,1,1,0,0,0,1.0,1.0,1.0,0.0,57.0,57.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE22OH6VALBIO3NSYRAN7USMJRKA,5,exploration,0.65,2,2,0,0,0,1.0,0.5,0.5,0.0,5.0,5.0,0.0,3.4273,3.4273,0.0,0.0,3.4273,,
AE22PFS2QZMV5EPBL7Y6TLMVRLJQ,6,aligned,0.55,1,1,0,0,0,1.0,1.0,1.0,0.0,49.0,49.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE22QBZ44FMICLT6QXM2AKMB3DVQ,5,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4.5623,4.5623,0.0,0.0,4.5623,,
AE22QDEN6KCC2YYSJWUIT6ARADFQ,11,exploration,0.65,2,1,1,1,0,0.5,0.5,1.0,0.5,1.5,3.0,1.5,5.5711,4.3801,-1.1909,6.762,4.3801,category:frightening,
AE22QHPYRIBXW7MEB7C5LS3A3G2A,5,exploration,0.55,2,2,0,0,0,1.0,0.0,0.0,0.0,5.5,5.5,0.0,3.4521,3.4521,0.0,0.0,3.4521,,
AE22QSIR4YRJG5V5NHOL7KDAN3ZQ,14,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,5.5711,4.3801,-1.1909,6.762,4.3801,category:frightening,
AE22QVUOZXUEXY4F22JPNIIQVTLA,6,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.4261,5.4261,0.0,0.0,5.4261,,
AE22QWJQOQ4BHU65TWOQLTMGKOVQ,6,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,6.5,13.0,6.5,5.7922,2.5241,-3.2681,9.0602,2.5241,category:performing_arts,
AE22R3UA5I5GUFRXEUY7NH3ZQ7JA,5,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8051,0.0,-6.8051,6.8051,0.0,category:beautiful;category:cerebral,
AE22RGXR4645FMVQZJUYIOM5NTMQ,6,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,3.5,3.5,0.0,3.5257,3.5257,0.0,0.0,3.5257,,
AE22RP65USPRTIPUADYJRFOWCMHQ,14,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,1.5,1.5,0.0,3.4749,3.4749,0.0,0.0,3.4749,,
AE22RPZLEOSGTBA4AMPDCJIQQYQA,30,exploration,0.55,1,1,0,0,0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.5909,3.5909,0.0,0.0,3.5909,,
AE22RT3F2POKCGNHVHIJPP6MJMLA,7,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,2.6704,2.6704,0.0,0.0,2.6704,,
AE22RV5M6DBHQUC7A7WT3RAGH6LA,17,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,5.9465,4.9703,-0.9762,6.9227,4.9703,category:award_winners_in_movies_&_tv,
AE22SH4E5434TWWNRRRVW2VKAJ3Q,15,aligned,0.55,1,1,0,0,0,1.0,0.0,0.0,0.0,48.0,48.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE22SHD7KGYIXHVADMTA5KZJM64A,20,aligned,0.65,1,1,0,0,0,1.0,1.0,1.0,0.0,51.0,51.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE22SMQFML2VLYBHMX6HXPEE63VA,24,exploration,0.65,2,1,1,1,0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,5.4069,4.3801,-1.0268,6.4337,4.3801,category:dark,
AE22TTRNQRDXBPKN5YV5U5ZAKKTA,5,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.227,0.0,-5.227,5.227,0.0,category:musicals;category:musicals_&_performing_arts,
AE22TYCKVIOGLWVL4CHQZVTPBLGA,5,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,4.8934,2.8168,-2.0766,6.97,2.8168,category:heartwarming,
AE22U2DM2E4EOEDEEZ46BDVIYPOQ,8,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,5.5088,4.7854,-0.7234,6.2322,4.7854,category:charming,
AE22UNHFIV2AJJYDHJMNPQAPX7TQ,7,exploration,0.65,3,3,0,0,0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,3.4331,3.4331,0.0,0.0,3.4331,,
AE22UNJIO34ESYOA7ILUERFUZKWQ,7,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.4574,3.4574,0.0,0.0,3.4574,,
AE22US5A5IWNFEYV6W6LCJQKQX6Q,6,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4308,0.0,-7.4308,7.4308,0.0,category:heartwarming;category:quirky,
AE22UZAU7I6WIKXXJVKM5FIIIGOA,5,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,2.5,2.5,0.0,2.943,2.943,0.0,0.0,2.943,,
AE22V4XBSB4R6M3E7FDXNCAQBBVA,5,aligned,0.55,1,1,0,0,0,1.0,1.0,1.0,0.0,59.0,59.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE22VCEA3GNETZPARAWM4RRFUD3A,22,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,5.6095,4.7854,-0.8241,6.4337,4.7854,category:dark,
AE22VE4GTKEQZ7B6D7SDBIVY62TA,15,aligned,0.55,3,2,1,1,0,0.6667,0.3333,0.5,0.1667,20.3333,30.5,10.1667,3.4405,1.8657,-1.5747,6.5899,1.8657,format:3d,
AE22VRGAH5PBC4DKP5WWUSVVQQ3Q,11,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3446,0.0,-6.3446,6.3446,0.0,category:dark;category:historical,
AE22VSMAYMYB4S4KYBR5ZGCLBUUQ,67,exploration,0.65,2,2,0,0,0,1.0,0.5,0.5,0.0,6.0,6.0,0.0,2.7967,2.7967,0.0,0.0,2.7967,,
AE22VUHAULDBEBMUG2NGQRUHGNZQ,8,exploration,0.65,1,1,0,0,0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.7852,3.7852,0.0,0.0,3.7852,,
AE22VVC3L72WOO6FVQF3PVL52ODQ,10,task_focus,0.85,2,1,1,1,0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,4.3439,3.9821,-0.3618,4.7058,3.9821,category:action,
AE22VWZW3S6ERTPEGWHMHPZMA4WQ,30,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,2.5,2.5,0.0,4.1303,4.1303,0.0,0.0,4.1303,,
AE22W7JQNX5DRAKZXI7CTQP4ZG5Q,6,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4.1811,4.1811,0.0,0.0,4.1811,,
AE22WMLNI7JC7AAGINEISRZYJA4A,7,task_focus,0.85,1,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0693,3.0693,0.0,0.0,3.0693,,
AE22WU2M5O4M3FYVT7ID6YNZRYZA,20,aligned,0.55,1,1,0,0,0,1.0,1.0,1.0,0.0,52.0,52.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE22WYPIAGDJLCWOIIAHJM5X4KHA,20,aligned,0.85,1,1,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.8804,3.8804,0.0,0.0,3.8804,,
AE22XP7SWEM7CDRXMTLO2RLLCZ4A,15,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.4417,4.4417,0.0,0.0,4.4417,,
AE22XUV2M4ACSXN5FYK2VSRATSOQ,7,aligned,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,3.1546,3.1546,0.0,0.0,3.1546,,
AE22XXOAQDZN53H2JYJZS4YDQTQA,5,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7962,0.0,-8.7962,8.7962,0.0,category:adventures;category:live_action,
AE22XZQZIXTM6GHYEYY7OFPXH7ZA,17,budget_shift,0.85,2,2,0,0,0,1.0,0.5,0.5,0.0,9.0,9.0,0.0,2.6704,2.6704,0.0,0.0,2.6704,,
AE22Y3PCFP7F73CMBW7T5DISLPSA,11,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.0,4.0,2.0,3.5984,2.8168,-0.7817,4.3801,2.8168,category:suspense,
AE22Y5SP2NII6GBI7O6YF24AKYBA,8,aligned,0.55,1,1,0,0,0,1.0,1.0,1.0,0.0,54.0,54.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE22YYRSKXRL4JGWICZMDGFQSQBA,11,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.0,4.0,2.0,4.0641,2.5241,-1.54,5.6041,2.5241,category:cerebral,
AE22ZD5EMHDM4G6WEUQ3KEK3LC6A,9,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7329,0.0,-6.7329,6.7329,0.0,category:bleak;category:intense,
AE22ZG4SKXDZ6EY33FRDXHUENPMQ,5,aligned,0.55,1,1,0,0,0,1.0,1.0,1.0,0.0,62.0,62.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE2324DZTYWS3LKNTEKJJZYHSQXQ,14,exploration,0.65,2,2,0,0,0,1.0,0.5,0.5,0.0,5.5,5.5,0.0,2.7967,2.7967,0.0,0.0,2.7967,,
AE23256L6ZUFMYQR5EW6FPHKDDAA,6,exploration,0.65,2,2,0,0,0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.301,3.301,0.0,0.0,3.301,,
AE2326DGXXADKQXHAAMB72QODIJQ,18,aligned,0.65,1,1,0,0,0,1.0,1.0,1.0,0.0,55.0,55.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE232G5Q2DYZSD6K244JLXS62G5A,11,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,4.9701,3.5909,-1.3792,6.3493,3.5909,category:inspiring,
AE232JUX7RSOGJ5C6QCDEBHIVLWA,5,aligned,0.55,1,1,0,0,0,1.0,1.0,1.0,0.0,54.0,54.0,0.0,0.6173,0.6173,0.0,0.0,0.6173,,
AE232LDM3Q2PKC4GJA3Q3NTJFG5Q,5,task_focus,0.7,2,2,0,0,0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,2.7967,2.7967,0.0,0.0,2.7967,,
AE232P2BO4KMNTMGZIEKMQCZJAGA,7,exploration,0.65,3,3,0,0,0,1.0,0.6667,0.6667,0.0,2.3333,2.3333,0.0,3.9551,3.9551,0.0,0.0,3.9551,,
