user_id,target_index,reason,confidence,n_raw,n_val,changed_flag,n_removed,n_added,jaccard,gt_match_raw,gt_match_val,gt_match_delta,act_raw,act_val,act_delta,spec_raw,spec_val,spec_delta,spec_removed,spec_survived,removed_concepts,added_concepts
AE22ERJ7YI3QH427LG2TSMGI6XAA,11,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,5.3138,3.5909,-1.7229,7.0367,3.5909,category:silent_films,
AE22EWOQI5PSOTRJQ5PPYSA2LCEQ,9,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.5,3.0,1.5,5.4036,3.9821,-1.4215,6.8251,3.9821,category:futuristic,
AE22FB6A4Z54ZUJZMX2QGRWSNIZA,8,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.0,4.0,2.0,3.3994,2.8168,-0.5827,3.9821,2.8168,category:science_fiction,
AE22FKDPISLL6WLAO5SHVQNWWYDA,5,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1628,0.0,-7.1628,7.1628,0.0,category:inspiring;category:young_adult_audience,
AE22GTAQXIWXCMOAJBQ7T6L7O4ZA,7,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,3.0,6.0,3.0,3.4521,2.5241,-0.928,4.3801,2.5241,category:suspense,
AE22I2INMDREXTRPZMFO33H5SHCA,11,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.0,4.0,2.0,3.6547,2.5241,-1.1307,4.7854,2.5241,category:fantasy,
AE22JBWC7XJAYZYCYVK6XPJ2UCTQ,6,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3024,0.0,-6.3024,6.3024,0.0,category:historical;category:inspiring,
AE22KJVE7LK4EJUGJQ3RBFLVUGHA,5,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.791,0.0,-6.791,6.791,0.0,category:philosophical;category:romance,
AE22KOIMXKU2TM6A5MA7K6MHCUTQ,5,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8627,0.0,-5.8627,5.8627,0.0,category:action;category:ambitious,
AE22KSNPACIH7PHFBIJVG744SVSA,6,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.0,4.0,2.0,5.8443,4.098,-1.7463,7.5906,4.098,category:alien_invasion,
AE22M3AD4AUAGF3RGOJTE7SIOXMQ,8,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.0,4.0,2.0,4.3433,3.5909,-0.7524,5.0957,3.5909,category:mystery_&_thrillers,
AE22M5CUEXPHVOEE5B5QEVVUVAYA,6,exploration,0.7,3,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8634,0.0,-7.8634,7.8634,0.0,category:award_winners_in_movies_&_tv;category:emmy_central;category:emmy_nominees,
AE22MQU5CGDMMUJEVJWT6APDZ6ZQ,12,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,4.7573,3.9821,-0.7753,5.5326,3.9821,category:adventure,
AE22MRZKBD5MWJLIMGYLLJ67ZWVQ,23,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,5.0,10.0,5.0,4.6196,2.5241,-2.0955,6.7151,2.5241,category:downbeat,
AE22MTWGGDKTTVISNH5FKCVWNIGQ,5,exploration,0.55,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9594,0.0,-5.9594,5.9594,0.0,category:fox_tv,
AE22NMDFLTEZH7FRUQYKT2D63THA,8,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8541,0.0,-5.8541,5.8541,0.0,category:award_winners_in_movies_&_tv;category:fantasy,
AE22NYNCFWZA4YTOO7CVMCCJQZZQ,17,exploration,0.55,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,4.7522,3.5909,-1.1613,5.9135,3.5909,category:hbo,
AE22QDEN6KCC2YYSJWUIT6ARADFQ,11,exploration,0.65,2,1,1,1,0,0.5,0.5,1.0,0.5,1.5,3.0,1.5,5.5711,4.3801,-1.1909,6.762,4.3801,category:frightening,
AE22QSIR4YRJG5V5NHOL7KDAN3ZQ,14,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,5.5711,4.3801,-1.1909,6.762,4.3801,category:frightening,
AE22QWJQOQ4BHU65TWOQLTMGKOVQ,6,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,6.5,13.0,6.5,5.7922,2.5241,-3.2681,9.0602,2.5241,category:performing_arts,
AE22R3UA5I5GUFRXEUY7NH3ZQ7JA,5,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8051,0.0,-6.8051,6.8051,0.0,category:beautiful;category:cerebral,
AE22RV5M6DBHQUC7A7WT3RAGH6LA,17,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,5.9465,4.9703,-0.9762,6.9227,4.9703,category:award_winners_in_movies_&_tv,
AE22SMQFML2VLYBHMX6HXPEE63VA,24,exploration,0.65,2,1,1,1,0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,5.4069,4.3801,-1.0268,6.4337,4.3801,category:dark,
AE22TTRNQRDXBPKN5YV5U5ZAKKTA,5,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.227,0.0,-5.227,5.227,0.0,category:musicals;category:musicals_&_performing_arts,
AE22TYCKVIOGLWVL4CHQZVTPBLGA,5,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,4.8934,2.8168,-2.0766,6.97,2.8168,category:heartwarming,
AE22U2DM2E4EOEDEEZ46BDVIYPOQ,8,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,5.5088,4.7854,-0.7234,6.2322,4.7854,category:charming,
AE22US5A5IWNFEYV6W6LCJQKQX6Q,6,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4308,0.0,-7.4308,7.4308,0.0,category:heartwarming;category:quirky,
AE22VCEA3GNETZPARAWM4RRFUD3A,22,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,5.6095,4.7854,-0.8241,6.4337,4.7854,category:dark,
AE22VRGAH5PBC4DKP5WWUSVVQQ3Q,11,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3446,0.0,-6.3446,6.3446,0.0,category:dark;category:historical,
AE22XXOAQDZN53H2JYJZS4YDQTQA,5,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7962,0.0,-8.7962,8.7962,0.0,category:adventures;category:live_action,
AE22Y3PCFP7F73CMBW7T5DISLPSA,11,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.0,4.0,2.0,3.5984,2.8168,-0.7817,4.3801,2.8168,category:suspense,
AE22YYRSKXRL4JGWICZMDGFQSQBA,11,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.0,4.0,2.0,4.0641,2.5241,-1.54,5.6041,2.5241,category:cerebral,
AE22ZD5EMHDM4G6WEUQ3KEK3LC6A,9,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7329,0.0,-6.7329,6.7329,0.0,category:bleak;category:intense,
AE232G5Q2DYZSD6K244JLXS62G5A,11,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,4.9701,3.5909,-1.3792,6.3493,3.5909,category:inspiring,
AE232WUDOUM57DT6OW4NZEVSBNFQ,13,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5282,0.0,-6.5282,6.5282,0.0,category:heartwarming;category:unscripted,
AE233JXVSDAMWWVUJTLMWINS6HKA,11,exploration,0.75,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5711,0.0,-5.5711,5.5711,0.0,category:frightening;category:suspense,
AE236A4QGHUGPVXN2R5ZEYFJW5NA,7,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2219,0.0,-7.2219,7.2219,0.0,category:christmas;category:timeless_holiday_favorites,
AE237GBI42XLCNCXMORBB33CDUDA,17,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,5.7699,5.0411,-0.7288,6.4986,5.0411,category:gritty,
AE237V5JNIBUKR3V3UFWRDMLHUCQ,13,exploration,0.55,2,1,1,1,0,0.5,0.0,0.0,0.0,1.5,3.0,1.5,4.2853,3.0693,-1.2159,5.5012,3.0693,category:westerns,
AE23AL3RRSCBHNYPUGTVNQ43EHJQ,18,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,4.5,9.0,4.5,4.0825,3.0693,-1.0132,5.0957,3.0693,category:mystery_&_thrillers,
AE23AYJUTWX7B4AKYLPPCYXUS3QA,5,exploration,0.55,2,1,1,1,0,0.5,0.0,0.0,0.0,2.0,4.0,2.0,5.1815,2.5241,-2.6575,7.839,2.5241,category:lgbtq,
AE23CT6MTSQ6IFQS3ZIWMXDPVPCQ,24,exploration,0.75,2,1,1,1,0,0.5,0.0,0.0,0.0,3.0,6.0,3.0,4.1418,2.5241,-1.6178,5.7596,2.5241,category:emotional,
AE23DFC7QJH6X56ZGCN7QQWFYEAQ,6,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,6.0076,6.2556,0.248,5.7596,6.2556,category:emotional,
AE23EBWNOUDL4U66ZFQXMIHALRRA,13,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,4.5429,4.3801,-0.1628,4.7058,4.3801,category:action,
AE23EHH67J4R3SGNZJRRRH2LGODQ,10,exploration,0.65,2,1,1,1,0,0.5,0.5,1.0,0.5,3.5,7.0,3.5,4.2853,3.0693,-1.2159,5.5012,3.0693,category:westerns,
AE23EJHEBYTM7HAB7LDEW42F7DQA,5,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,3.5,7.0,3.5,3.9526,2.5241,-1.4286,5.3812,2.5241,category:musicals,
AE23FIRSZNKZYXC5B6YMQ5DMB2IQ,5,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4261,0.0,-5.4261,5.4261,0.0,category:christmas;category:holidays_&_seasonal,
AE23HSAQOH47OLODQCA3TQ5SEAMA,13,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2972,0.0,-6.2972,6.2972,0.0,category:oscar_nominees;category:science_fiction,
AE23I5OBDMP4M37I3JVV35VKQKVA,5,exploration,0.65,3,2,1,1,0,0.6667,0.0,0.0,0.0,1.3333,2.0,0.6667,6.2178,5.4261,-0.7917,7.8013,5.4261,category:made-for-tv_movies,
AE23IKOXT352AVFIM7QVPI4M7STQ,5,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,5.8171,4.3801,-1.437,7.2541,4.3801,category:malicious,
AE23JYHGEN3D35CHE5OQQYJOW5RA,6,exploration,0.75,2,1,1,1,0,0.5,0.0,0.0,0.0,3.0,6.0,3.0,3.8957,2.8168,-1.0789,4.9746,2.8168,category:music_videos_&_concerts,
AE23K3IUSXN4BIL4AASNMXZGZQHQ,25,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,5.4038,4.3801,-1.0236,6.4274,4.3801,category:international,
AE23LB4VFMG3I2ZROHWFRVSTYEMQ,6,exploration,0.55,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,5.4807,4.7058,-0.7749,6.2556,4.7058,category:historical,
AE23M6TXSPXPTZS4KEE2LESUPOMQ,9,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1246,0.0,-6.1246,6.1246,0.0,category:feel-good;category:romance,
AE23M7RCFNFUR3PK63F6NQEFZI4A,7,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0594,0.0,-6.0594,6.0594,0.0,category:sports;category:touching,
AE23MHUESJO4TCYDHGF57LFYLGZA,5,exploration,0.65,2,1,1,1,0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,7.0849,5.8241,-1.2607,8.3456,5.8241,category:faith_and_spirituality,
AE23NFYGMBL5UUKZFLEE3BSBVCTQ,5,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,4.1303,3.8804,-0.2499,4.3801,3.8804,category:suspense,
AE23NRC5FJ362URTQ23D3VFLCQ5Q,8,exploration,0.55,2,1,1,1,0,0.5,0.0,0.0,0.0,2.5,5.0,2.5,4.8094,2.8168,-1.9927,6.8021,2.8168,category:3-6_years,
AE23NUFS2SVO4E6ANPMVVSGDMJ7A,18,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,5.0214,4.7854,-0.236,5.2575,4.7854,category:romance,
AE23NWF5CMG4K5ODV5PFVZLNW7ZA,18,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.0,4.0,2.0,4.4242,3.5909,-0.8333,5.2575,3.5909,category:romance,
AE23O77R3JZQRFZLMRSOYF6TECDA,10,exploration,0.75,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3487,0.0,-5.3487,5.3487,0.0,category:animation;category:kids,
AE23ODC7ZTIXU6TB4FXFVXILUR2Q,5,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,5.7448,5.2575,-0.4874,6.2322,5.2575,category:charming,
AE23P4DU6T2WA2UJHYZ4W3WLAHZA,6,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.5,5.0,2.5,5.8401,2.8168,-3.0234,8.8635,2.8168,category:sci-fi_series_&_sequels,
AE23QFXVDNWP54TVNUOS2O2RT6TA,13,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.0,4.0,2.0,4.5554,3.5909,-0.9645,5.5199,3.5909,category:special_interest,
AE23QGXBN45Q7X7E6JN37PY4KN2Q,5,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,5.6104,5.0411,-0.5692,6.1796,5.0411,category:eerie,
AE23QNTLDREJNPIWWJE3TXDN27VA,18,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6751,0.0,-5.6751,5.6751,0.0,category:suspense;category:western,
AE23RT5M2RLPZBYKKRV2LIDQJ7AA,13,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.714,0.0,-7.714,7.714,0.0,category:heartwarming;category:outrageous,
AE23SYBEIDLYHFPKM37IKW7AHEWQ,6,exploration,0.55,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5199,0.0,-5.5199,5.5199,0.0,category:special_interest,
AE23TSEI7RQEHYC75KON52JOIABA,5,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,3.5,7.0,3.5,4.1683,2.8168,-1.3516,5.5199,2.8168,category:special_interest,
AE23V7PH5JW2BU6NCALZ5MLKWS2Q,5,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3839,0.0,-7.3839,7.3839,0.0,category:atmospheric;category:malicious,
AE23VB33SMXJ6AJH7UISSQ7JJJ2Q,10,exploration,0.65,3,2,1,1,0,0.6667,0.0,0.0,0.0,0.6667,1.0,0.3333,4.4468,4.04,-0.4068,5.2604,4.04,category:bbc,
AE23W3YRURZ5C4FSKB5YHMIE53IA,11,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,4.5,9.0,4.5,3.4521,2.5241,-0.928,4.3801,2.5241,category:suspense,
AE23WBH7MTXPOO73JKCM4E7VYBBQ,24,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,7.2771,6.7151,-0.562,7.839,6.7151,category:lgbtq,
AE23WLYAJ44E7RNBNFMWP65LLJTA,10,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4667,0.0,-7.4667,7.4667,0.0,category:mother's_day_gift_ideas_in_movies_&_tv;category:the_tragedies,
AE23XMH2GHPALSEKDKF66F4C4NFQ,5,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,4.9359,3.7852,-1.1506,6.0865,3.7852,category:unscripted,
AE23XOPBDNYJPWTZY5Z3PWRP2MVQ,11,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,5.569,3.0693,-2.4996,8.0686,3.0693,category:mtv,
AE23Y77GQXE3G7IGY5636NCV5UCQ,6,exploration,0.65,3,2,1,1,0,0.6667,0.0,0.0,0.0,1.6667,2.5,0.8333,6.6203,5.7985,-0.8218,8.2639,5.7985,category:sentimental,
AE23YZBZDE5IQQNHBZQLM3U7HSAQ,5,exploration,0.55,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,4.5554,3.5909,-0.9645,5.5199,3.5909,category:special_interest,
AE23ZLT2QYU6NIHTBMOG3ZRDSRGQ,20,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7573,0.0,-4.7573,4.7573,0.0,category:adventure;category:science_fiction,
AE23ZXKK5DLCLNND7TSMJOAZQBCQ,8,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,4.5228,3.7852,-0.7376,5.2604,3.7852,category:bbc,
AE242MZI4IZJW5Z4DIWC33BMFEEQ,9,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,4.9701,3.5909,-1.3792,6.3493,3.5909,category:inspiring,
AE243OC65VRN3P5CLF2V7UNPCDLA,5,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3226,0.0,-5.3226,5.3226,0.0,category:cerebral;category:sports,
AE243ZIFL3AGLO7WGLRPLL2S3LMA,39,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6835,0.0,-7.6835,7.6835,0.0,category:inspiring;category:nostalgic,
AE2453ENYJZVLD6V3SZQ3OCDHHYQ,14,exploration,0.75,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7249,0.0,-7.7249,7.7249,0.0,category:feel-good;category:outrageous,
AE245ZVLDSWQ3CJ2ZLZEQNTLQOHQ,6,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.5,5.0,2.5,3.9083,2.8168,-1.0915,4.9998,2.8168,category:special_interests,
AE246ANKH7KKGLURXNOVU7AB4PUA,24,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,5.3803,3.7852,-1.5951,6.9754,3.7852,category:mystery_&_suspense,
AE246BFHX6UXON44WOEWQ3YNDYKQ,16,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,4.7573,3.9821,-0.7753,5.5326,3.9821,category:adventure,
AE246TZDSH66XRPW4QDTC4CUE7NA,10,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,3.9855,3.5909,-0.3946,4.3801,3.5909,category:suspense,
AE246VGU6RVB7XEMHMX7VUOJPLEA,6,exploration,0.55,2,1,1,1,0,0.5,0.0,0.0,0.0,2.0,4.0,2.0,3.4521,2.5241,-0.928,4.3801,2.5241,category:suspense,
AE24A2N4DCVH344CW5NY3VJ5Q6TA,5,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,4.04,4.098,0.058,3.9821,4.098,category:science_fiction,
AE24ALJOIQJOIBV3YCRBIS4EKX2A,32,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,5.1021,4.3801,-0.722,5.8241,4.3801,category:kids,
AE24AORQZR4UWCMWFAT2LQZQZJXA,6,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,4.3329,4.7854,0.4525,3.8804,4.7854,category:horror,
AE24AWUPGTL5QQ2A6O3S3GLLZQ4Q,14,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,5.6514,4.3801,-1.2713,6.9227,4.3801,category:military_and_war,
AE24DIDVHZ4S6XUBWOV3LDWQ67MQ,11,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.087,0.0,-8.087,8.087,0.0,category:award_winners_in_movies_&_tv;category:golden_globe_nominees,
AE24DNIHPGZHYTD5HQLHVYGODJ7Q,9,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,3.0,6.0,3.0,4.4755,2.8168,-1.6588,6.1343,2.8168,category:fun,
AE24ENQCA2CWF562HWK25WKAT6TA,5,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,4.3799,3.7852,-0.5947,4.9746,3.7852,category:music_videos_&_concerts,
AE24FFSUQHE3J6NYBICB7V2WHUAA,23,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,4.7408,4.7758,0.035,4.7058,4.7758,category:action,
AE24FGTDTV4FITNF3XKHZNS7DM7Q,5,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3957,0.0,-6.3957,6.3957,0.0,category:beautiful;category:fantasy,
AE24FML5FNNUZJBK2ERHUIZLN6WA,6,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,6.2513,5.5326,-0.7187,6.97,5.5326,category:heartwarming,
AE24GLZD4AVQUPJZOXHCK5WEWYOQ,9,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.5,3.0,1.5,4.1303,3.8804,-0.2499,4.3801,3.8804,category:suspense,
AE24HH6H5WQMAXMFKJB7KKMLEB5Q,5,exploration,0.55,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2383,0.0,-6.2383,6.2383,0.0,category:mystery_&_suspense;category:westerns,
AE24IEZE5SGQ5M3RVPNDKX7BXSIQ,5,exploration,0.65,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5012,0.0,-5.5012,5.5012,0.0,category:westerns,
AE24J37A2EAPWFVECP2SEZJHQCBQ,17,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,2.0,4.0,2.0,4.996,3.0693,-1.9267,6.9227,3.0693,category:award_winners_in_movies_&_tv,
AE24J54EXZEVKR4YJZDBNHKSRSPA,10,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9953,0.0,-6.9953,6.9953,0.0,category:adventure;category:outrageous,
AE24JWNDHND5P4L42HYODCQMJTMA,7,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8859,0.0,-5.8859,5.8859,0.0,category:mother's_day_gift_ideas_in_movies_&_tv;category:suspense,
AE24KC7BN32F7DJH43ZABLCPVNFQ,12,exploration,0.65,3,2,1,1,0,0.6667,0.0,0.0,0.0,2.3333,3.5,1.1667,3.8907,3.3994,-0.4913,4.8732,3.3994,category:animation,
AE24L2VQKHAST2R2RHIPKJ4IIEDQ,6,exploration,0.65,2,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3048,0.0,-5.3048,5.3048,0.0,category:fantasy;category:kids,
AE24MJAFZU3ZB4ZGBOHL2QVCFGOQ,5,exploration,0.65,3,1,1,2,0,0.3333,0.0,0.0,0.0,0.3333,1.0,0.6667,5.7959,4.8732,-0.9227,6.2573,4.8732,category:cheerful;category:kids,
AE24MMT7OKPL4VLBEH2YPNWZ3HLQ,7,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,4.4417,4.098,-0.3437,4.7854,4.098,category:fantasy,
AE24MSEHBLMPQJFXC5FQTEKMI2XQ,9,exploration,0.65,2,1,1,1,0,0.5,0.0,0.0,0.0,1.5,3.0,1.5,3.845,2.8168,-1.0282,4.8732,2.8168,category:animation,
